,source_user,username,target_user
2682,1797299450378903552,Erickdelcid77,puertoinforma
2687,1450342151192301569,lesslie_860,FJimenezmingob
2688,1450342151192301569,lesslie_860,GuatemalaGob
2689,1450342151192301569,lesslie_860,PNCdeGuatemala
2690,1450342151192301569,lesslie_860,BArevalodeLeon
2691,1450342151192301569,lesslie_860,_SPGuatemala
2692,1450342151192301569,lesslie_860,DiariodeCA
2693,1450342151192301569,lesslie_860,AGN_noticias
2694,1450342151192301569,lesslie_860,Radio_TGW
2696,1292639199452176384,nemesisgt3,FJimenezmingob
2697,1292639199452176384,nemesisgt3,PNCdeGuatemala
2698,1292639199452176384,nemesisgt3,GuatemalaGob
2699,1292639199452176384,nemesisgt3,BArevalodeLeon
2700,1292639199452176384,nemesisgt3,_SPGuatemala
2701,1292639199452176384,nemesisgt3,DiariodeCA
2702,1292639199452176384,nemesisgt3,AGN_noticias
2703,1292639199452176384,nemesisgt3,Radio_TGW
2704,1822024509375049731,ElmerLandazuri7,GuatemalaGob
2705,1822024509375049731,ElmerLandazuri7,BArevalodeLeon
2706,1822024509375049731,ElmerLandazuri7,MagaGuatemala
2707,1822024509375049731,ElmerLandazuri7,MaynorEstradaGT
2708,1077147990,carlostoledogt,UbaldoMacu
2709,1077147990,carlostoledogt,MPguatemala
2710,1077147990,carlostoledogt,santipalomov
2711,1077147990,carlostoledogt,BArevalodeLeon
2713,3657204743,laviejita34,ElQueNews
2714,3657204743,laviejita34,BArevalodeLeon
2715,3657204743,laviejita34,AVillagran502
2716,3657204743,laviejita34,santipalomov
2717,3657204743,laviejita34,lucreciapeinado
2718,3657204743,laviejita34,BancadaSemilla
2719,433915071,brujita_72,FJimenezmingob
2720,433915071,brujita_72,PNCdeGuatemala
2721,433915071,brujita_72,GuatemalaGob
2722,433915071,brujita_72,BArevalodeLeon
2723,433915071,brujita_72,_SPGuatemala
2724,433915071,brujita_72,DiariodeCA
2725,433915071,brujita_72,AGN_noticias
2726,433915071,brujita_72,Radio_TGW
2727,4141767231,hmaldonado_gt,SilviaM56972404
2728,4141767231,hmaldonado_gt,NenucosM81863
2729,4141767231,hmaldonado_gt,BArevalodeLeon
2730,4141767231,hmaldonado_gt,mingobguate
2731,1802661334355456000,EstacionDobleA,soy_502
2732,1802661334355456000,EstacionDobleA,BArevalodeLeon
2733,1802661334355456000,EstacionDobleA,AztecaNoticiaGT
2734,1802661334355456000,EstacionDobleA,BancadaSemilla
2735,1802661334355456000,EstacionDobleA,eP_investiga
2736,1802661334355456000,EstacionDobleA,VicenteCarrera_
2737,1802661334355456000,EstacionDobleA,KarinHerreraVP
2738,1802661334355456000,EstacionDobleA,NOTI_MIXCO
2739,1802661334355456000,EstacionDobleA,BomberosM_Mixco
2740,1802661334355456000,EstacionDobleA,MPguatemala
2742,235332308,AGN_noticias,YuliMunozGT
2743,908741215839035392,lestuardoglez,FJimenezmingob
2744,908741215839035392,lestuardoglez,PNCdeGuatemala
2745,908741215839035392,lestuardoglez,GuatemalaGob
2746,908741215839035392,lestuardoglez,BArevalodeLeon
2747,908741215839035392,lestuardoglez,_SPGuatemala
2748,908741215839035392,lestuardoglez,DiariodeCA
2749,908741215839035392,lestuardoglez,AGN_noticias
2750,908741215839035392,lestuardoglez,Radio_TGW
2751,297115002,lufernando09,Factor4_GT
2752,297115002,lufernando09,BArevalodeLeon
2753,239702900,jzamorano1965,FJimenezmingob
2754,239702900,jzamorano1965,PNCdeGuatemala
2755,239702900,jzamorano1965,GuatemalaGob
2756,239702900,jzamorano1965,BArevalodeLeon
2757,239702900,jzamorano1965,_SPGuatemala
2758,239702900,jzamorano1965,DiariodeCA
2759,239702900,jzamorano1965,AGN_noticias
2760,239702900,jzamorano1965,Radio_TGW
2761,1421539638590722052,licigir21,ElQueNews
2762,1421539638590722052,licigir21,BancadaSemilla
2764,1421539638590722052,licigir21,AVillagran502
2768,1752103315289071616,chichiflixer,MaximoGeronimo6
2769,1752103315289071616,chichiflixer,__VaderTG
2770,1752103315289071616,chichiflixer,BArevalodeLeon
2771,1752103315289071616,chichiflixer,CongresoGuate
2772,1461138267919818760,BrunnellaJ,GuatemalaGob
2773,1461138267919818760,BrunnellaJ,BArevalodeLeon
2774,1461138267919818760,BrunnellaJ,MagaGuatemala
2775,1461138267919818760,BrunnellaJ,MaynorEstradaGT
2776,1421539638590722052,licigir21,__VaderTG
2778,1421539638590722052,licigir21,USAIDGuate
2779,1421539638590722052,licigir21,CongresoGuate
2780,1675006499939074049,10elcrack10,UbaldoMacu
2781,1675006499939074049,10elcrack10,MPguatemala
2782,1675006499939074049,10elcrack10,santipalomov
2783,1675006499939074049,10elcrack10,BArevalodeLeon
2786,1752103315289071616,chichiflixer,USAIDGuate
2788,1675006499939074049,10elcrack10,FJimenezmingob
2789,1675006499939074049,10elcrack10,PNCdeGuatemala
2790,1675006499939074049,10elcrack10,GuatemalaGob
2792,1675006499939074049,10elcrack10,_SPGuatemala
2793,1675006499939074049,10elcrack10,DiariodeCA
2794,1675006499939074049,10elcrack10,AGN_noticias
2795,1675006499939074049,10elcrack10,Radio_TGW
2796,1806136475173724160,LuisAlbert98610,wichomarg
2797,1806136475173724160,LuisAlbert98610,BArevalodeLeon
2798,772138095198212098,_anderrrson,FJimenezmingob
2799,772138095198212098,_anderrrson,PNCdeGuatemala
2800,772138095198212098,_anderrrson,GuatemalaGob
2801,772138095198212098,_anderrrson,BArevalodeLeon
2802,772138095198212098,_anderrrson,_SPGuatemala
2803,772138095198212098,_anderrrson,DiariodeCA
2804,772138095198212098,_anderrrson,AGN_noticias
2805,772138095198212098,_anderrrson,Radio_TGW
2806,796687670315536386,casia_daniel,FJimenezmingob
2807,796687670315536386,casia_daniel,PNCdeGuatemala
2808,796687670315536386,casia_daniel,GuatemalaGob
2809,796687670315536386,casia_daniel,BArevalodeLeon
2810,796687670315536386,casia_daniel,_SPGuatemala
2811,796687670315536386,casia_daniel,DiariodeCA
2812,796687670315536386,casia_daniel,AGN_noticias
2813,796687670315536386,casia_daniel,Radio_TGW
2814,1786853839867424769,Snakeeyes146321,elakademicista
2815,1786853839867424769,Snakeeyes146321,BArevalodeLeon
2816,634186764,leonel23510423,BArevalodeLeon
2817,373771965,Mr_Checha,OlsenPsico
2818,373771965,Mr_Checha,BArevalodeLeon
2819,410799023,chiqui5256,Factor4_GT
2820,410799023,chiqui5256,BArevalodeLeon
2821,1257113094,EfacEdwin,FJimenezmingob
2822,1257113094,EfacEdwin,PNCdeGuatemala
2823,1257113094,EfacEdwin,GuatemalaGob
2824,1257113094,EfacEdwin,BArevalodeLeon
2825,1257113094,EfacEdwin,_SPGuatemala
2826,1257113094,EfacEdwin,DiariodeCA
2827,1257113094,EfacEdwin,AGN_noticias
2828,1257113094,EfacEdwin,Radio_TGW
2831,986854290491834369,DGM10629,FJimenezmingob
2832,986854290491834369,DGM10629,PNCdeGuatemala
2833,986854290491834369,DGM10629,GuatemalaGob
2834,986854290491834369,DGM10629,BArevalodeLeon
2835,986854290491834369,DGM10629,_SPGuatemala
2836,986854290491834369,DGM10629,DiariodeCA
2837,986854290491834369,DGM10629,AGN_noticias
2838,986854290491834369,DGM10629,Radio_TGW
2839,785951550497624065,AroldoG3,BArevalodeLeon
2840,789330389378568193,Jobs0901,FJimenezmingob
2841,789330389378568193,Jobs0901,PNCdeGuatemala
2842,789330389378568193,Jobs0901,GuatemalaGob
2843,789330389378568193,Jobs0901,BArevalodeLeon
2844,789330389378568193,Jobs0901,_SPGuatemala
2845,789330389378568193,Jobs0901,DiariodeCA
2846,789330389378568193,Jobs0901,AGN_noticias
2847,789330389378568193,Jobs0901,Radio_TGW
2848,976875408,monymmorales,FJimenezmingob
2849,976875408,monymmorales,PNCdeGuatemala
2850,976875408,monymmorales,GuatemalaGob
2851,976875408,monymmorales,BArevalodeLeon
2852,976875408,monymmorales,_SPGuatemala
2853,976875408,monymmorales,DiariodeCA
2854,976875408,monymmorales,AGN_noticias
2855,976875408,monymmorales,Radio_TGW
2856,324059980,conejo_12Toledo,FJimenezmingob
2857,324059980,conejo_12Toledo,PNCdeGuatemala
2858,324059980,conejo_12Toledo,GuatemalaGob
2859,324059980,conejo_12Toledo,BArevalodeLeon
2860,324059980,conejo_12Toledo,_SPGuatemala
2861,324059980,conejo_12Toledo,DiariodeCA
2862,324059980,conejo_12Toledo,AGN_noticias
2863,324059980,conejo_12Toledo,Radio_TGW
2864,730499466013237249,Codimech1,Factor4_GT
2868,3234594620,gandhi_gomez,FJimenezmingob
2869,3234594620,gandhi_gomez,PNCdeGuatemala
2870,3234594620,gandhi_gomez,GuatemalaGob
2871,3234594620,gandhi_gomez,BArevalodeLeon
2872,3234594620,gandhi_gomez,_SPGuatemala
2873,3234594620,gandhi_gomez,DiariodeCA
2874,3234594620,gandhi_gomez,AGN_noticias
2875,3234594620,gandhi_gomez,Radio_TGW
2876,1446000783284219910,CobreJacinto,ElQueNews
2877,1446000783284219910,CobreJacinto,BArevalodeLeon
2878,1446000783284219910,CobreJacinto,AVillagran502
2879,1446000783284219910,CobreJacinto,santipalomov
2880,1446000783284219910,CobreJacinto,lucreciapeinado
2881,1446000783284219910,CobreJacinto,BancadaSemilla
2882,1011717483609427969,QSchwank,VicenteCarrera_
2883,1011717483609427969,QSchwank,BArevalodeLeon
2884,1011717483609427969,QSchwank,RCurruchic25741
2885,350408125,ChristianJJHS,FJimenezmingob
2886,350408125,ChristianJJHS,PNCdeGuatemala
2887,350408125,ChristianJJHS,GuatemalaGob
2888,350408125,ChristianJJHS,BArevalodeLeon
2889,350408125,ChristianJJHS,_SPGuatemala
2890,350408125,ChristianJJHS,DiariodeCA
2891,350408125,ChristianJJHS,AGN_noticias
2892,350408125,ChristianJJHS,Radio_TGW
2893,350408125,ChristianJJHS,Sandra_JovelP
2895,725811035140050946,Rolo688,FJimenezmingob
2896,725811035140050946,Rolo688,PNCdeGuatemala
2897,725811035140050946,Rolo688,GuatemalaGob
2898,725811035140050946,Rolo688,BArevalodeLeon
2899,725811035140050946,Rolo688,_SPGuatemala
2900,725811035140050946,Rolo688,DiariodeCA
2901,725811035140050946,Rolo688,AGN_noticias
2902,725811035140050946,Rolo688,Radio_TGW
2903,1446000783284219910,CobreJacinto,OlsenPsico
2905,1607795866412220417,Robrodastrader,FJimenezmingob
2906,1607795866412220417,Robrodastrader,PNCdeGuatemala
2907,1607795866412220417,Robrodastrader,GuatemalaGob
2908,1607795866412220417,Robrodastrader,BArevalodeLeon
2909,1607795866412220417,Robrodastrader,_SPGuatemala
2910,1607795866412220417,Robrodastrader,DiariodeCA
2911,1607795866412220417,Robrodastrader,AGN_noticias
2912,1607795866412220417,Robrodastrader,Radio_TGW
2913,1420097448240877569,CAZADOR16876354,FJimenezmingob
2914,1420097448240877569,CAZADOR16876354,PNCdeGuatemala
2915,1420097448240877569,CAZADOR16876354,GuatemalaGob
2916,1420097448240877569,CAZADOR16876354,BArevalodeLeon
2917,1420097448240877569,CAZADOR16876354,_SPGuatemala
2918,1420097448240877569,CAZADOR16876354,DiariodeCA
2919,1420097448240877569,CAZADOR16876354,AGN_noticias
2920,1420097448240877569,CAZADOR16876354,Radio_TGW
2921,139189148,NOREIAS,FJimenezmingob
2922,139189148,NOREIAS,PNCdeGuatemala
2923,139189148,NOREIAS,GuatemalaGob
2924,139189148,NOREIAS,BArevalodeLeon
2925,139189148,NOREIAS,_SPGuatemala
2926,139189148,NOREIAS,DiariodeCA
2927,139189148,NOREIAS,AGN_noticias
2928,139189148,NOREIAS,Radio_TGW
2929,1478518842859134982,Mike_1087JL,MendiaMariela
2930,1478518842859134982,Mike_1087JL,FJimenezmingob
2931,1478518842859134982,Mike_1087JL,PNCdeGuatemala
2932,1478518842859134982,Mike_1087JL,GuatemalaGob
2933,1478518842859134982,Mike_1087JL,BArevalodeLeon
2934,1478518842859134982,Mike_1087JL,_SPGuatemala
2935,1478518842859134982,Mike_1087JL,DiariodeCA
2936,1478518842859134982,Mike_1087JL,AGN_noticias
2937,1478518842859134982,Mike_1087JL,Radio_TGW
2938,1683329844078051329,LapiceroBicRojo,FJimenezmingob
2939,1683329844078051329,LapiceroBicRojo,PNCdeGuatemala
2940,1683329844078051329,LapiceroBicRojo,GuatemalaGob
2941,1683329844078051329,LapiceroBicRojo,BArevalodeLeon
2942,1683329844078051329,LapiceroBicRojo,_SPGuatemala
2943,1683329844078051329,LapiceroBicRojo,DiariodeCA
2944,1683329844078051329,LapiceroBicRojo,AGN_noticias
2945,1683329844078051329,LapiceroBicRojo,Radio_TGW
2946,1683329844078051329,LapiceroBicRojo,Sandra_JovelP
2947,1683329844078051329,LapiceroBicRojo,RaulFalla31
2956,1236984139498360832,Solitariagt,FJimenezmingob
2957,1236984139498360832,Solitariagt,mingobguate
2958,1236984139498360832,Solitariagt,_SPGuatemala
2959,1236984139498360832,Solitariagt,DTransitoPNC
2960,1236984139498360832,Solitariagt,DiariodeCA
2961,1236984139498360832,Solitariagt,AGN_noticias
2962,1236984139498360832,Solitariagt,Radio_TGW
2963,1236984139498360832,Solitariagt,GuatemalaGob
2964,1236984139498360832,Solitariagt,BArevalodeLeon
2966,1723104927528964096,SaMeMerz68789,PNCdeGuatemala
2973,1445154188078555144,GlowGt502,BArevalodeLeon
2974,1636457327036342291,davith_dieguez,vichoguate
2975,1636457327036342291,davith_dieguez,BArevalodeLeon
2976,1636457327036342291,davith_dieguez,PNCdeGuatemala
2977,1765777397524156418,elanalistagt2,FJimenezmingob
2978,1765777397524156418,elanalistagt2,PNCdeGuatemala
2979,1765777397524156418,elanalistagt2,GuatemalaGob
2981,1765777397524156418,elanalistagt2,_SPGuatemala
2982,1765777397524156418,elanalistagt2,DiariodeCA
2983,1765777397524156418,elanalistagt2,AGN_noticias
2984,1765777397524156418,elanalistagt2,Radio_TGW
2986,3340204450,matiasvega69,FJimenezmingob
2987,3340204450,matiasvega69,mingobguate
2988,3340204450,matiasvega69,_SPGuatemala
2989,3340204450,matiasvega69,DTransitoPNC
2990,3340204450,matiasvega69,DiariodeCA
2991,3340204450,matiasvega69,AGN_noticias
2992,3340204450,matiasvega69,Radio_TGW
2993,3340204450,matiasvega69,GuatemalaGob
2994,3340204450,matiasvega69,BArevalodeLeon
2995,232055078,luroriba,Albertologos
2996,232055078,luroriba,BArevalodeLeon
2998,148126271,licojoachin,jczamora
2999,148126271,licojoachin,UNHumanRights
3000,148126271,licojoachin,UN_SPExperts
3001,148126271,licojoachin,CIDH
3002,148126271,licojoachin,RELE_CIDH
3003,148126271,licojoachin,PVacaV
3004,148126271,licojoachin,volker_turk
3005,148126271,licojoachin,BArevalodeLeon
3006,148126271,licojoachin,pressfreedom
3007,148126271,licojoachin,RSF_inter
3008,148126271,licojoachin,caoilfhionnanna
3009,1292182250,JuliaRamir,ElQueNews
3010,1292182250,JuliaRamir,BArevalodeLeon
3011,1292182250,JuliaRamir,AVillagran502
3012,1292182250,JuliaRamir,santipalomov
3013,1292182250,JuliaRamir,lucreciapeinado
3014,1292182250,JuliaRamir,BancadaSemilla
3023,1695277490778882048,ManuelHern30456,mingobguate
3025,1695277490778882048,ManuelHern30456,DTransitoPNC
3031,1225525344,elsamygarcia75,LigiaIHernandez
3032,1225525344,elsamygarcia75,BArevalodeLeon
3033,91034954,albaquinonez,__VaderTG
3034,91034954,albaquinonez,BArevalodeLeon
3035,91034954,albaquinonez,USAIDGuate
3036,91034954,albaquinonez,CongresoGuate
3037,151341344,joshchapin,Factor4_GT
3038,151341344,joshchapin,BArevalodeLeon
3039,1509745366236901391,Manu02220,Factor4_GT
3040,1509745366236901391,Manu02220,BArevalodeLeon
3041,1708472857536188416,resilente58136,UbaldoMacu
3042,1708472857536188416,resilente58136,MPguatemala
3043,1708472857536188416,resilente58136,santipalomov
3044,1708472857536188416,resilente58136,BArevalodeLeon
3045,1630715747017150464,beteta2_hugo,FJimenezmingob
3046,1630715747017150464,beteta2_hugo,PNCdeGuatemala
3047,1630715747017150464,beteta2_hugo,GuatemalaGob
3048,1630715747017150464,beteta2_hugo,BArevalodeLeon
3049,1630715747017150464,beteta2_hugo,_SPGuatemala
3050,1630715747017150464,beteta2_hugo,DiariodeCA
3051,1630715747017150464,beteta2_hugo,AGN_noticias
3052,1630715747017150464,beteta2_hugo,Radio_TGW
3053,1375849853163614211,deleriv,FJimenezmingob
3054,1375849853163614211,deleriv,PNCdeGuatemala
3055,1375849853163614211,deleriv,GuatemalaGob
3056,1375849853163614211,deleriv,BArevalodeLeon
3057,1375849853163614211,deleriv,_SPGuatemala
3058,1375849853163614211,deleriv,DiariodeCA
3059,1375849853163614211,deleriv,AGN_noticias
3060,1375849853163614211,deleriv,Radio_TGW
3061,1669597168565383170,LamportNanogt,Factor4_GT
3062,1669597168565383170,LamportNanogt,BArevalodeLeon
3063,1802661334355456000,EstacionDobleA,FJimenezmingob
3064,1802661334355456000,EstacionDobleA,PNCdeGuatemala
3065,1802661334355456000,EstacionDobleA,GuatemalaGob
3067,1802661334355456000,EstacionDobleA,_SPGuatemala
3068,1802661334355456000,EstacionDobleA,DiariodeCA
3069,1802661334355456000,EstacionDobleA,AGN_noticias
3070,1802661334355456000,EstacionDobleA,Radio_TGW
3071,290219986,rjrm__,KeNnEtKdA
3072,290219986,rjrm__,giovannygali
3073,290219986,rjrm__,tacticayseggt
3074,290219986,rjrm__,BArevalodeLeon
3075,290219986,rjrm__,FJimenezmingob
3076,290219986,rjrm__,PNCdeGuatemala
3077,451740904,Pensamientos_Y_,__VaderTG
3078,451740904,Pensamientos_Y_,BArevalodeLeon
3079,451740904,Pensamientos_Y_,USAIDGuate
3080,451740904,Pensamientos_Y_,CongresoGuate
3081,1689777460320108544,davidMoral50515,FJimenezmingob
3082,1689777460320108544,davidMoral50515,PNCdeGuatemala
3083,1689777460320108544,davidMoral50515,GuatemalaGob
3084,1689777460320108544,davidMoral50515,BArevalodeLeon
3085,1689777460320108544,davidMoral50515,_SPGuatemala
3086,1689777460320108544,davidMoral50515,DiariodeCA
3087,1689777460320108544,davidMoral50515,AGN_noticias
3088,1689777460320108544,davidMoral50515,Radio_TGW
3089,1382829612711956482,MendiaMariela,FJimenezmingob
3090,1382829612711956482,MendiaMariela,PNCdeGuatemala
3091,1382829612711956482,MendiaMariela,GuatemalaGob
3092,1382829612711956482,MendiaMariela,BArevalodeLeon
3093,1382829612711956482,MendiaMariela,_SPGuatemala
3094,1382829612711956482,MendiaMariela,DiariodeCA
3095,1382829612711956482,MendiaMariela,AGN_noticias
3096,1382829612711956482,MendiaMariela,Radio_TGW
3098,1463172746,Violetrebelde,Factor4_GT
3099,1463172746,Violetrebelde,BArevalodeLeon
3100,1463172746,Violetrebelde,muniguate
3101,1463172746,Violetrebelde,RQuinonezL
3102,819042371874803713,Theclowbala,leraovalle
3103,819042371874803713,Theclowbala,Perico8461
3104,819042371874803713,Theclowbala,JLFont001
3105,819042371874803713,Theclowbala,concriteriogt
3106,819042371874803713,Theclowbala,BArevalodeLeon
3107,819042371874803713,Theclowbala,KarinHerreraVP
3108,819042371874803713,Theclowbala,karinapazGt
3109,819042371874803713,Theclowbala,BancadaSemilla
3110,819042371874803713,Theclowbala,samuel_pz
3111,3121375495,1207_pedro,LazaroZamoraGt
3112,3121375495,1207_pedro,msemillagt
3113,3121375495,1207_pedro,BArevalodeLeon
3114,3121375495,1207_pedro,FelixSinExcusas
3115,25634548,Mynor007,Factor4_GT
3116,25634548,Mynor007,BArevalodeLeon
3117,1682180318877319169,fullgallogt,FJimenezmingob
3118,1682180318877319169,fullgallogt,mingobguate
3119,1682180318877319169,fullgallogt,_SPGuatemala
3120,1682180318877319169,fullgallogt,DTransitoPNC
3121,1682180318877319169,fullgallogt,DiariodeCA
3122,1682180318877319169,fullgallogt,AGN_noticias
3123,1682180318877319169,fullgallogt,Radio_TGW
3124,1682180318877319169,fullgallogt,GuatemalaGob
3125,1682180318877319169,fullgallogt,BArevalodeLeon
3127,1236984139498360832,Solitariagt,PNCdeGuatemala
3134,1522365060458373120,dell_mau,cesa71183
3135,1522365060458373120,dell_mau,BArevalodeLeon
3136,1714361714773209089,JGLeon70,__VaderTG
3137,1714361714773209089,JGLeon70,BArevalodeLeon
3138,1714361714773209089,JGLeon70,USAIDGuate
3139,1714361714773209089,JGLeon70,CongresoGuate
3140,1686808008850821120,Porquesi849468,OlsenPsico
3141,1686808008850821120,Porquesi849468,BArevalodeLeon
3142,1604999318024474625,carlespgt,NenucosM81863
3144,1604999318024474625,carlespgt,mingobguate
3145,110419627,lgodoy01,PrensaComunitar
3146,110419627,lgodoy01,LigiaIHernandez
3147,110419627,lgodoy01,BArevalodeLeon
3148,1802661334355456000,EstacionDobleA,Factor4_GT
3150,1382829612711956482,MendiaMariela,MPguatemala
3152,1382829612711956482,MendiaMariela,noficciongt
3153,1823548998709559296,cojulun_ju66554,UbaldoMacu
3154,1823548998709559296,cojulun_ju66554,MPguatemala
3155,1823548998709559296,cojulun_ju66554,santipalomov
3156,1823548998709559296,cojulun_ju66554,BArevalodeLeon
3157,1676352281912983557,_ivanw,UbaldoMacu
3158,1676352281912983557,_ivanw,MPguatemala
3159,1676352281912983557,_ivanw,santipalomov
3160,1676352281912983557,_ivanw,BArevalodeLeon
3162,1716579625575563264,meda_silvi32928,VicenteCarrera_
3163,1716579625575563264,meda_silvi32928,DrGiammattei
3164,1716579625575563264,meda_silvi32928,jimmymoralesgt
3165,1716579625575563264,meda_silvi32928,ottoperezmolina
3166,1716579625575563264,meda_silvi32928,UCLCGt
3167,1716579625575563264,meda_silvi32928,BArevalodeLeon
3168,1514812906960875524,tv_profe,ElQueNews
3169,1514812906960875524,tv_profe,BArevalodeLeon
3170,1514812906960875524,tv_profe,AVillagran502
3171,1514812906960875524,tv_profe,santipalomov
3172,1514812906960875524,tv_profe,lucreciapeinado
3173,1514812906960875524,tv_profe,BancadaSemilla
3174,1632120864626884610,JossRey14,ElQueNews
3175,1632120864626884610,JossRey14,BArevalodeLeon
3176,1632120864626884610,JossRey14,AVillagran502
3177,1632120864626884610,JossRey14,santipalomov
3178,1632120864626884610,JossRey14,lucreciapeinado
3179,1632120864626884610,JossRey14,BancadaSemilla
3180,3365924892,oco_motora,colochitaaaaaa
3181,3365924892,oco_motora,__VaderTG
3182,3365924892,oco_motora,BArevalodeLeon
3183,3365924892,oco_motora,USAIDGuate
3184,3365924892,oco_motora,CongresoGuate
3186,1377891115161034752,jaehsaurio,BArevalodeLeon
3188,552965186,AngemaRo12,SAVIR_UNO
3189,552965186,AngemaRo12,__VaderTG
3190,552965186,AngemaRo12,BArevalodeLeon
3191,552965186,AngemaRo12,USAIDGuate
3192,552965186,AngemaRo12,CongresoGuate
3193,552965186,AngemaRo12,MPguatemala
3194,1561130432938344453,Rojoloco88,GuatemalaGob
3195,1561130432938344453,Rojoloco88,BArevalodeLeon
3196,1561130432938344453,Rojoloco88,MagaGuatemala
3197,1561130432938344453,Rojoloco88,MaynorEstradaGT
3198,713694498,arodas45,OlsenPsico
3199,713694498,arodas45,BArevalodeLeon
3204,776581971573026816,rdm19761,ElQueNews
3205,776581971573026816,rdm19761,BArevalodeLeon
3206,776581971573026816,rdm19761,AVillagran502
3207,776581971573026816,rdm19761,santipalomov
3208,776581971573026816,rdm19761,lucreciapeinado
3209,776581971573026816,rdm19761,BancadaSemilla
3210,4039568298,Gonzalezogm,Factor4_GT
3212,4039568298,Gonzalezogm,muniguate
3213,1382189969343668226,Celica502X,FJimenezmingob
3214,1382189969343668226,Celica502X,PNCdeGuatemala
3215,1382189969343668226,Celica502X,mingobguate
3216,1382189969343668226,Celica502X,DTransitoPNC
3217,1382189969343668226,Celica502X,_SPGuatemala
3218,1382189969343668226,Celica502X,DiariodeCA
3219,1382189969343668226,Celica502X,AGN_noticias
3220,1382189969343668226,Celica502X,Radio_TGW
3221,1382189969343668226,Celica502X,GuatemalaGob
3222,1382189969343668226,Celica502X,BArevalodeLeon
3223,1011717483609427969,QSchwank,Factor4_GT
3225,1011717483609427969,QSchwank,CIV_Guatemala
3226,1379032604725379073,vernyveliz2,NenucosM81863
3227,1379032604725379073,vernyveliz2,BArevalodeLeon
3228,1379032604725379073,vernyveliz2,mingobguate
3229,1480300261,aicas1970,Factor4_GT
3231,942429493226065920,MarianelaPrez6,Factor4_GT
3232,942429493226065920,MarianelaPrez6,BArevalodeLeon
3233,783535698548850693,colochitaaaaaa,oco_motora
3234,783535698548850693,colochitaaaaaa,__VaderTG
3235,783535698548850693,colochitaaaaaa,BArevalodeLeon
3236,783535698548850693,colochitaaaaaa,USAIDGuate
3237,783535698548850693,colochitaaaaaa,CongresoGuate
3238,932583001,wilmervv67,FJimenezmingob
3239,932583001,wilmervv67,PNCdeGuatemala
3240,932583001,wilmervv67,mingobguate
3241,932583001,wilmervv67,DTransitoPNC
3242,932583001,wilmervv67,_SPGuatemala
3243,932583001,wilmervv67,DiariodeCA
3244,932583001,wilmervv67,AGN_noticias
3245,932583001,wilmervv67,Radio_TGW
3246,932583001,wilmervv67,GuatemalaGob
3247,932583001,wilmervv67,BArevalodeLeon
3249,1596352039566573568,xavi_galindo,Factor4_GT
3250,1596352039566573568,xavi_galindo,BArevalodeLeon
3255,1421728769702825987,MarioMu78453851,BArevalodeLeon
3256,1219685425671016455,LazaroZamoraGt,msemillagt
3257,1219685425671016455,LazaroZamoraGt,BArevalodeLeon
3258,1219685425671016455,LazaroZamoraGt,FelixSinExcusas
3259,816386114999226368,MynorAroldopab1,vichoguate
3260,816386114999226368,MynorAroldopab1,BArevalodeLeon
3261,3221475890,jbsilva1090,Factor4_GT
3262,3221475890,jbsilva1090,BArevalodeLeon
3263,381198893,recinosme,__VaderTG
3264,381198893,recinosme,BArevalodeLeon
3265,381198893,recinosme,USAIDGuate
3266,381198893,recinosme,CongresoGuate
3267,426925529,MartaYaque,UbaldoMacu
3268,426925529,MartaYaque,BArevalodeLeon
3269,426925529,MartaYaque,santipalomov
3270,426925529,MartaYaque,MPguatemala
3271,1083051791347052551,wicho_fer88,__VaderTG
3272,1083051791347052551,wicho_fer88,BArevalodeLeon
3273,1083051791347052551,wicho_fer88,USAIDGuate
3274,1083051791347052551,wicho_fer88,CongresoGuate
3275,1499464544229470212,mundo9999,jczamora
3276,1499464544229470212,mundo9999,UNHumanRights
3277,1499464544229470212,mundo9999,UN_SPExperts
3278,1499464544229470212,mundo9999,CIDH
3279,1499464544229470212,mundo9999,RELE_CIDH
3280,1499464544229470212,mundo9999,PVacaV
3281,1499464544229470212,mundo9999,volker_turk
3283,1499464544229470212,mundo9999,pressfreedom
3284,1499464544229470212,mundo9999,RSF_inter
3285,1499464544229470212,mundo9999,caoilfhionnanna
3286,1226428694,alito_199,OlsenPsico
3287,1226428694,alito_199,BArevalodeLeon
3288,62091326,elzinho7,__VaderTG
3289,62091326,elzinho7,BArevalodeLeon
3290,62091326,elzinho7,USAIDGuate
3291,62091326,elzinho7,CongresoGuate
3292,1499464544229470212,mundo9999,OlsenPsico
3294,1410107531935076357,Johanmauricio34,BenitoC67601310
3295,1410107531935076357,Johanmauricio34,BArevalodeLeon
3296,52581905,serbagua,GuatemalaGob
3297,52581905,serbagua,BArevalodeLeon
3298,52581905,serbagua,MagaGuatemala
3299,52581905,serbagua,MaynorEstradaGT
3300,180519082,juliolopezj,__VaderTG
3301,180519082,juliolopezj,BArevalodeLeon
3302,180519082,juliolopezj,USAIDGuate
3303,180519082,juliolopezj,CongresoGuate
3304,148036116,CarlosOliva_,__VaderTG
3305,148036116,CarlosOliva_,BArevalodeLeon
3306,148036116,CarlosOliva_,USAIDGuate
3307,148036116,CarlosOliva_,CongresoGuate
3308,1155908796461604865,wichomarg,GuatemalaGob
3310,1155908796461604865,wichomarg,MagaGuatemala
